Temperature,Humidity,Pressure,WindSpeed,Rainfall
19.9816047538945,40.93645469887248,1014.3197526970156,32.4128477038911,0
43.02857225639664,39.75830392575999,1028.325939757999,8.619318105258312,0
34.2797576724562,92.50036644168293,1025.6096557874096,43.619728167740746,1
28.946339367881464,39.96369598796049,989.2339942816265,30.655811953462077,1
11.24074561769746,41.75597809029048,988.9549681844884,7.8601941778477125,0
11.239780813448107,80.7518609934371,996.0904620646947,48.116902874060344,1
7.323344486727978,55.9791873960432,1001.6644835804623,25.91827316676603,0
39.647045830997406,82.1368445564145,1004.507334884509,3.6449225935827503,0
29.04460046972835,25.229292605150818,1020.7818330100007,31.34164522075336,0
33.32290311184182,59.005695493870746,983.4008259299501,12.65994535064051,1
5.823379771832098,22.68908801466261,982.080362253564,40.18467259386512,0
43.79639408647977,25.01225627642836,1003.5146337766346,40.891103678309534,0
38.29770563201687,92.51499626755287,1021.8298215282788,48.94736779273309,1
13.493564427131046,31.139629689407613,991.606120577389,25.093476551225187,0
12.272998688284025,62.593654582017365,1018.4902688753751,22.747843986386858,0
12.336180394137353,52.887648208056525,995.589688276418,37.67378027232403,1
17.16968971838151,47.78746610070741,1033.165166528811,6.623532817096328,0
25.990257265289515,91.9866676549818,1033.741396655997,27.34577568965621,1
22.27780074568463,21.74587174203916,997.8372322568796,27.312380006542547,0
16.649165607921677,73.10317489404713,993.7996252377944,4.473656140519361,1
29.47411578889518,97.07155473708403,1004.6782383239739,20.899204275345678,1
10.579754426081674,64.81345467694736,994.4318951108089,42.6642399283601,1
16.685785941408724,94.94579696264735,1020.3430305975022,42.80768109973302,1
19.654473731747668,24.1806303428819,1029.5638810728972,4.96188324598405,0
23.24279936868144,53.50346552593291,1020.385527854673,4.536044137391543,0
36.407038455720546,40.81262327696409,1029.4610268349609,13.134773850096765,0
12.986951286334389,78.46567719845838,1003.8195297324485,43.73830312769967,1
25.569377536544465,98.50376723977973,989.3790182425316,6.445129253674947,1
28.6965827544817,40.52240499553982,1024.2770568438555,35.99984013137231,0
6.858016508799909,72.33396811792596,1001.6284703084932,5.0582809806551605,0
29.301794076057533,35.847810620779214,1020.276249513748,31.15689268739127,0
11.82096494749166,65.22642036572879,996.238636518906,17.80336495595724,1
7.602063719411181,57.114598935066894,984.8737780884004,39.44569814829335,1
42.95542149013333,97.76042637052296,1039.5549077292658,11.68452244126818,0
43.625281322982374,68.68218181571733,989.372090475836,31.960091469497993,1
37.33589392465844,47.960509766945506,1039.3052596378088,11.784126728794247,0
17.184550766934827,29.12766279103467,1038.6367959539868,35.68301415560769,0
8.906884560255355,32.09974629879476,1027.6290862344824,43.68390172803744,0
32.36932106048627,38.025354396098805,1019.5653777249198,6.3400899563380015,0
22.606099749584054,40.07733290722384,1014.6684230150651,43.329784429775174,0
9.881529393791153,88.04928462729103,1031.96609272267,29.678762720714897,0
24.807076404450807,64.89782306260199,997.3663712971693,6.355524543351199,1
6.375540844608736,61.87127290994931,1008.0608727490926,21.3770927679856,0
41.372816083151285,29.181509749537398,1017.1633981619901,8.043014674254895,0
15.351199264000677,88.8111754679548,1004.6714285521695,35.01739444332848,1
31.50089137415928,77.8251442566787,1005.6491872454161,37.943406720897485,1
