IoT_Temp,IoT_Hum,IoT_Press,IoT_Wind,Satellite_BrightnessTemp,Satellite_Reflectivity,Radar_EchoIntensity,Rainfall
19.9816047538945,73.81623953671183,1018.8954172446693,54.814680684161694,265.4306321534056,0.49967024372905344,48.426800133715375,0
43.02857225639664,83.73451177530978,990.3431817263099,31.52162890916988,208.00325697659366,0.7467467725125942,30.181387069273654,0
34.2797576724562,40.03743190339992,1032.3436738012888,43.494616310165064,224.2329811453739,0.5626667806563331,35.393183243594066,0
28.946339367881464,69.98992796855991,1016.7869743441545,26.16289787835527,277.36793464792504,0.08330258311179639,53.75435870110879,0
11.24074561769746,65.7396786514999,989.4322330134172,37.80207465254629,252.86858536788196,0.1855802367835554,65.72295222500955,1
11.239780813448107,86.62643014306168,1037.7402834488723,20.43455624526712,292.7969061787045,0.21932818403091914,20.416410062983175,0
7.323344486727978,92.48696483850084,1011.1019278001193,18.06954118712672,242.87514083413544,0.2578642536448449,25.65575969783031,0
39.647045830997406,20.972541718190946,984.3739071122993,34.69378717017082,286.9812365813923,0.5654033919505043,69.80545472718094,0
29.04460046972835,73.92159352470341,1017.609974264904,29.88778045103882,244.89554374782375,0.5039657798253935,43.388384430708406,0
33.32290311184182,24.146863929578323,995.1919344207686,34.772182148998866,297.92482787019856,0.20316003836420893,13.422136285125077,0
5.823379771832098,63.908693206188474,1028.2216071126381,17.199634877221378,295.98343813988765,0.06755484345568707,49.777135418428706,0
43.79639408647977,43.010618323494256,1029.0693244139713,22.017469909019717,232.91367055560804,0.17143220447471808,74.30716166545348,1
38.29770563201687,44.5421279617713,1038.7368413512797,5.033877637734559,288.5923670416803,0.9843813126186033,61.75901733528001,0
13.493564427131046,48.23668027618852,1010.1121718614702,3.136582336332343,284.7611374215649,0.46854694979147227,55.9305852413552,0
12.272998688284025,69.70339592396881,1007.2974127836642,15.207427780380975,221.0680397327563,0.8673455047021125,15.603499069970193,0
12.336180394137353,46.72399725350154,1025.2085363267888,4.454811559832745,262.429040078327,0.8487524666688433,65.71048385130054,1
17.16968971838151,78.61592404722244,987.9482393805156,6.226482518084442,207.26823155898148,0.5115195574628737,39.434163265165985,1
25.990257265289515,52.36219084590957,1012.8149308275874,48.775704323636226,283.67107205834617,0.7066877084605435,66.69675165539667,1
22.27780074568463,25.468256024796688,1012.7748560078511,2.332421821001358,217.45458835034964,0.19275201041271228,24.737087206865947,0
16.649165607921677,82.70078739872858,985.3683873686232,39.53656763608456,207.08147013857646,0.6883967049269083,4.653828947657457,0
29.47411578889518,42.86066596741648,1005.0790451304148,16.35346492892403,240.02190955388113,0.2723845792632895,35.69819764948096,0
10.579754426081674,54.62135036794101,1031.1970879140322,52.29274084248759,257.69221385996434,0.8320620967541508,20.237820361340823,0
16.685785941408724,74.83551065775212,1031.3692173196796,29.099537074649973,285.4916958559771,0.08372413310890992,53.64219673322236,0
19.654473731747668,46.59649257189696,985.9542598951808,18.334587559669544,297.42425255217364,0.7731386728852775,71.78299146420242,1
23.24279936868144,24.52685249173725,985.4432529648699,31.058336141366073,243.94925125698637,0.09993690656861953,51.823061336367296,0
36.407038455720546,49.913683761025084,995.7617286201162,22.91748114271613,206.04469229852702,0.881189236894309,66.52004472819026,1
12.986951286334389,95.55588661554427,1032.4859637532395,33.85806388018981,274.91155790258705,0.3042045181350037,33.97680102009048,0
25.569377536544465,71.33875178388465,987.73415510441,6.871972099580894,256.51732562239374,0.6543933648305748,57.873055289647624,1
28.6965827544817,73.71833189337656,1023.1998081576468,59.819430168753065,244.78913448444632,0.48750227862027984,63.22825775037776,1
6.858016508799909,70.58257229101119,986.0699371767862,25.533352661803054,230.92688787921895,0.366303145262339,53.31567206876568,1
29.301794076057533,35.919371116754945,1017.3882712248695,20.89383838244212,250.23985278435356,0.6454418331834965,38.083296455217344,0
11.82096494749166,53.46670912818241,1001.3640379471487,42.612590898975895,233.8679604457031,0.947522980551238,46.9399582211526,0
7.602063719411181,80.07518386906546,1027.334837777952,21.83396438971995,275.701186774736,0.04126974737462186,52.53802467591602,0
42.95542149013333,28.10983180425273,994.0214269295218,49.99645830172546,254.3893696492641,0.9188528558831043,18.981330241607015,0
43.625281322982374,42.22822208717698,1018.3521097633976,27.256243461625516,287.6847774154112,0.6090816550210135,60.71844456862386,0
37.33589392465844,42.10552867726829,994.1409520745531,43.17350479592609,254.3543914649442,0.8073143007690523,71.27434042254549,1
17.184550766934827,54.56151420756048,1022.8196169867292,6.447192986513192,223.826241333993,0.3838749534342776,34.8929486384952,0
8.906884560255355,98.42949927537481,1032.420682073645,50.767151133306704,285.10918822321446,0.4718429748376137,52.580038733240805,0
32.36932106048627,25.400203734705755,987.6081079476056,44.14307920668659,255.7219044930044,0.868850751801164,55.27694293427655,0
22.606099749584054,61.496079550447604,1031.9957413157301,12.703006707717941,220.68410381435612,0.4148479698098231,49.66856606411102,1
9.881529393791153,34.349174560976834,1015.6145152648579,8.717160584747198,262.35078099562224,0.534659566749085,41.033633124647665,0
24.807076404450807,97.65412363277953,987.6266294520215,18.977540923537465,235.77167649424274,0.020194923084332905,66.12359659311079,1
6.375540844608736,29.064280378197136,1005.6525113215828,58.56423516191426,284.4405612292066,0.1585980058380423,33.66950319516708,0
41.372816083151285,52.288080188927296,989.6516176091059,15.409894474023517,245.32997386465428,0.6416865079747998,4.582721736495269,0
15.351199264000677,79.03079878676849,1022.0208733319942,27.367632536798,272.64413581074166,0.7169769010638771,63.34172817841202,1
31.50089137415928,76.36435424219562,1025.532088065077,1.8012135430401788,209.5536207636237,0.5826009367844994,50.548595423741304,1
17.46844304357644,53.818290951514584,986.3477912163679,23.83365177397395,239.60243463023463,0.14331003627561067,63.69439698747349,1
25.802720847112433,47.721933436217455,1010.3683911616787,34.27920092598617,298.32414364723985,0.4454054285778348,10.391058183352072,0
26.868411173731186,51.808990284229644,1028.877503361555,57.187476750477906,280.84602894771484,0.3550947663631898,2.3064705382287247,0
12.394178221021082,41.142101052691146,1036.1697824930598,31.004162696403867,215.99408023669287,0.4956613440350883,70.0780905286876,1
43.783385110582344,36.42663509654398,1010.8110720045062,49.146439570661265,227.7764049477255,0.8703290345540943,11.07962293879307,0
36.00531293444458,58.6431758047112,1037.0167534166844,32.82765855413403,232.9815808856361,0.7758614386586519,60.72392490528389,1
42.579957662567566,41.482700485408586,1012.1413382273618,2.447100806131086,265.0365560495446,0.08398950138915895,61.740745663547685,0
40.79309401710595,42.99693319178001,1003.6514296759945,18.900496511386443,275.6994759489655,0.8903091977745643,53.152890041175226,0
28.915999152443405,72.54048507796456,1030.8921877131738,34.53297046986619,274.952660880791,0.4717671511498236,9.84466583196532,0
41.87496940092467,97.48298653599137,1009.5789626274853,57.03563795586746,250.9874056306403,0.7438621448859984,50.054896842060565,1
8.53970008207678,68.29097604475001,1008.3141506338713,51.547821585074,281.0820537838151,0.14003923126435214,66.68149374951493,0
12.839314496765809,26.158357365197304,1009.4187493645896,13.701336850730858,243.7078082757475,0.6707195257070481,31.91487336006624,0
6.809091556421523,26.04668910832536,1030.8071001121848,13.20658980114981,212.3880565295562,0.23632601760945793,31.013764078394914,0
18.013213230530575,96.11385766764528,1029.916492501283,12.070378026834046,256.44418416538133,0.43838089714093154,33.21437321845643,0
20.54709158757928,43.78326322458669,1004.2111995464127,55.34993377815019,295.23013846011065,0.01686287008210441,6.170391800715483,0
15.853961270955836,27.365358886598035,999.9979915922315,51.15996918610324,279.2993651392511,0.15161063793047602,66.90191767724801,0
38.14950036607718,67.92356697203053,1009.5156814423477,46.493005935176924,257.87006476922426,0.09208049312361977,65.18871479853827,1
19.270133067743572,69.89190226322128,1014.3663505842266,23.564106853453655,264.6805660349097,0.23974417293825845,74.84319913427147,1
16.23738038749523,71.88038560949505,994.3002326376799,30.262842257926007,293.05620270355723,0.10001809002432227,43.888735612381005,0
26.70784332632994,41.392162228603304,1027.6373050829354,27.859904687709168,242.83427944349606,0.6919100266195619,56.339372733853935,0
10.636968998990506,21.208854737158003,1009.1889659439454,15.203886453562358,233.13941389426373,0.02903990220921937,15.200392973047853,0
37.08787923016159,97.20122955635775,1000.0427329051976,30.301682768926018,297.7241565000449,0.617740500624998,50.064661366812715,0
7.982025747190833,40.0714436552882,986.4092595778394,1.8297928711652678,286.34431335103335,0.14070783082557425,48.7299636568043,0
44.47547746402069,74.08210304420379,994.3307096242164,7.90862240984755,232.30435846186023,0.9451614571778969,67.59065518812093,1
35.889790771866295,76.53038959029676,1036.956870305359,53.195375770136785,246.37805973609227,0.9330940731098543,62.30945421293056,1
12.948627261366896,68.80059336635885,998.3059812091716,45.1007860218854,241.5078129007799,0.22550310252096262,70.38498469633224,1
5.220884684944096,45.03259153709186,990.1315573620221,25.372104543545223,214.90956786714338,0.6144212982230295,65.16251045262057,1
